timestamp,x,y,z
287483100,-48,68,-1050
287983100,-117,3,-1067
288483100,-97,-99,-977
288983100,171,-5,-1013
289483100,78,64,-983
289983100,-29,162,-1077
290483100,-58,101,-1009
290983100,-37,54,-1048
291483100,-126,-31,-1044
291983100,-44,-89,-1007
292466500,177,21,-999
292966500,27,122,-1013
293466500,-64,152,-1065
293966500,9,83,-1020
294466500,-80,25,-1059
294966500,-165,-50,-1046
295466500,40,-95,-970
295966500,177,70,-1013
296466500,-9,107,-1003
296966500,-27,134,-1071
297466500,-48,91,-1013
297966500,-70,-3,-1063
298466500,-128,-68,-999
298966500,85,-56,-1001
299466500,197,54,-1032
299966500,-85,163,-1015
300127600,-37,130,-1056
300627600,-29,42,-999
301127600,-113,11,-1095
301627600,-130,-122,-972
302127600,162,1,-1003
302627600,99,119,-1015
303127600,-68,111,-1032
303627600,23,128,-1052
304127600,-113,35,-1009
304627600,-142,-39,-1065
305127600,-17,-83,-956
305627600,183,7,-1028
306127600,25,99,-1024
306627600,-56,142,-1059
307127600,-25,95,-1011
307627600,-89,27,-1048
308350800,-117,-46,-1034
308850800,29,-103,-989
309350800,171,76,-1015
309850800,-37,109,-1013
310350800,-27,140,-1059
310850800,-7,78,-1016
311350800,-154,-5,-1056
311850800,-117,-40,-1036
312350800,83,-78,-942
312850800,187,103,-1048
313350800,-80,105,-997
313850800,-9,126,-1063
314350800,-52,85,-1026
314850800,-150,-31,-1050
315350800,-27,-60,-976
315850800,126,-50,-1011
316257000,97,105,-1036
316757000,-85,121,-1030
317257000,-23,122,-1026
317757000,-56,48,-1042
318257000,-144,-37,-1065
318757000,-11,-62,-995
319257000,154,0,-977
319757000,46,144,-1048
320257000,-70,119,-1028
320757000,27,80,-1057
321257000,-138,44,-1032
321757000,-165,-72,-1040
322257000,101,-50,-960
322757000,124,44,-1018
323257000,-1,121,-1057
323757000,-58,117,-1015
324241200,-17,109,-1061
324741200,-165,-13,-995
325241200,-48,-58,-1079
325741200,97,-64,-964
326241200,111,101,-1036
326741200,-37,132,-1016
327241200,-39,107,-1022
327741200,15,78,-1069
328241200,-214,-42,-1011
328741200,-46,-56,-1022
329241200,144,-17,-964
329741200,97,113,-1052
330241200,-72,117,-1024
330741200,5,111,-1042
331241200,-93,56,-1044
331741200,-171,-62,-1028
331787100,62,-62,-987
332287100,126,-1,-993
332787100,25,128,-1059
333287100,-87,109,-999
333787100,3,124,-1044
334287100,-105,7,-1046
334787100,-142,-78,-1036
335287100,76,-46,-993
335787100,107,33,-979
336287100,13,156,-1065
336787100,-48,103,-1013
337287100,3,89,-1065
337787100,-183,0,-1016
338287100,-95,-85,-1018
338787100,179,-29,-976
339287100,85,58,-1024
340171300,-40,136,-1056
340671300,-21,109,-1011
341171300,-42,83,-1063
341671300,-210,-50,-1003
342171300,23,-83,-1036
342671300,130,-7,-1003
343171300,33,97,-1020
343671300,-35,128,-1038
344171300,-3,117,-1024
344671300,-70,40,-1067
345171300,-181,-52,-1030
345671300,21,-64,-989
346171300,165,23,-985
346671300,7,109,-1034
347171300,-25,124,-1061
347671300,-25,89,-1009
348007000,-109,46,-1087
348507000,-187,-87,-964
349007000,158,-50,-1030
349507000,103,27,-995
350007000,-19,136,-1061
350507000,0,121,-1013
351007000,-48,81,-1024
351507000,-111,7,-1083
352007000,-117,-105,-993
352507000,136,7,-1003
353007000,50,74,-977
353507000,-19,146,-1050
354007000,17,95,-1026
354507000,-56,66,-1067
355007000,-212,-23,-1032
355507000,-25,-99,-985
355995800,214,31,-1018
356495800,13,70,-989
356995800,-27,134,-1073
357495800,-21,113,-1009
357995800,-97,42,-1079
358495800,-179,-62,-989
358995800,58,-85,-1015
359495800,171,39,-1026
359995800,-56,109,-989
360495800,9,148,-1044
360995800,-19,85,-1015
361495800,-124,23,-1089
361995800,-124,-78,-1007
362495800,76,-56,-983
362995800,140,85,-1018
363495800,-13,99,-1026
363941300,13,138,-1050
364441300,-56,83,-1024
364941300,-167,-11,-1077
365441300,-64,-68,-985
365941300,142,-48,-991
366441300,89,85,-1042
366941300,-62,126,-1046
367441300,5,121,-1013
367941300,-60,89,-1038
368441300,-204,-52,-1038
368941300,33,-87,-1007
369441300,150,19,-1018
369941300,-17,85,-993
370441300,-9,128,-1036
370941300,25,121,-1057
371441300,-128,39,-1036
371780000,-163,-48,-1048
372280000,13,-74,-938
372780000,204,40,-1050
373280000,-15,101,-1005
373780000,-37,103,-1046
374280000,9,132,-1048
374780000,-191,1,-1034
375280000,-89,-64,-1016
375780000,99,-70,-985
376280000,115,78,-1042
376780000,-60,105,-1001
377280000,19,142,-1032
377780000,-27,76,-1042
378280000,-195,-19,-1054
378780000,-25,-74,-1009
379280000,101,-33,-956
379456800,93,113,-1046
379956800,-27,91,-1009
380456800,27,136,-1065
380956800,-140,76,-1015
381456800,-169,-64,-1073
381956800,33,-56,-966
382456800,146,0,-1015
382956800,29,83,-1036
383456800,-78,130,-1015
383956800,50,128,-1057
384456800,-142,31,-1018
384956800,-148,-78,-1054
385456800,85,-62,-977
385956800,124,48,-1024
386456800,-31,115,-1013
386956800,7,113,-1015
387700900,23,115,-1069
388200900,-212,1,-1050
388700900,-107,-83,-1003
389200900,107,-27,-983
389700900,93,64,-1016
390200900,-1,103,-1038
390700900,-9,138,-1018
391200900,-54,95,-1061
391700900,-181,-42,-1030
392200900,-19,-70,-999
392700900,140,-50,-991
393200900,42,99,-1044
393700900,-60,121,-1018
394200900,21,138,-1026
394700900,-70,64,-1069
395200900,-214,-70,-1028
395534900,66,-74,-1003
396034900,87,21,-977
396534900,1,105,-1036
397034900,33,109,-1030
397534900,0,124,-1048
398034900,-156,58,-1052
398534900,-173,-95,-1009
399034900,121,-23,-1005
399534900,103,11,-1007
400034900,9,115,-1046
400534900,-23,134,-1001
401034900,-5,119,-1065
401534900,-171,9,-1042
402034900,-105,-95,-1003
402534900,140,-23,-1013
403034900,37,50,-997
403636600,-27,138,-1034
404136600,19,107,-1007
404636600,-13,99,-1098
405136600,-242,-29,-1036
405636600,-25,-76,-991
406136600,146,0,-995
406636600,29,72,-1036
407136600,19,113,-1032
407636600,-5,136,-1016
408136600,-111,76,-1081
408636600,-193,-74,-1007
409136600,80,-60,-1020
409636600,97,7,-985
410136600,9,101,-1046
410636600,-11,146,-1013
411136600,9,117,-1038
411602300,-148,23,-1056
412102300,-169,-70,-1042
412602300,113,-52,-983
413102300,80,52,-1015
413602300,-29,109,-1011
414102300,62,119,-1046
414602300,-23,124,-1059
415102300,-255,5,-1042
415602300,-48,-111,-1001
416102300,126,7,-1018
416602300,50,33,-1011
417102300,13,109,-1044
417602300,0,154,-1011
418102300,-62,85,-1059
418602300,-175,-42,-1032
419102300,-25,-87,-995
419602500,148,-1,-1016
420102500,1,76,-1020
420602500,-13,134,-1016
421102500,33,126,-1034
421602500,-113,62,-1085
422102500,-204,-56,-1020
422602500,40,-81,-968
423102500,144,33,-1016
423602500,-15,76,-1020
424102500,42,121,-1038
424602500,-17,158,-1036
425102500,-199,19,-1046
425602500,-93,-66,-1013
426102500,111,-68,-995
426602500,78,58,-1034
427102500,-46,85,-1005
427580700,37,150,-1048
428080700,-42,115,-1028
428580700,-183,-15,-1069
429080700,-74,-72,-999
429580700,121,-19,-1009
430080700,44,56,-995
430580700,-19,109,-1013
431080700,78,130,-1059
431580700,-109,95,-1030
432080700,-224,-23,-1056
432580700,0,-95,-938
433080700,177,1,-1056
433580700,3,66,-1007
434080700,19,117,-1032
434580700,3,158,-1038
435080700,-156,62,-1056
435521300,-119,-91,-1018
436021300,66,-33,-997
436521300,76,19,-1005
437021300,15,85,-1030
437521300,9,148,-1003
438021300,3,101,-1044
438521300,-173,27,-1063
439021300,-144,-76,-1022
439521300,113,-52,-976
440021300,64,72,-1026
440521300,-9,89,-1013
441021300,74,128,-1048
441521300,-70,140,-1050
442021300,-244,-39,-1028
442521300,3,-76,-1013
443021300,113,-21,-1009
443338000,31,64,-1030
443838000,-23,105,-1009
444338000,40,165,-1042
444838000,-107,70,-1022
445338000,-185,-52,-1050
445838000,23,-80,-995
446338000,103,15,-1013
446838000,-1,85,-1011
447338000,1,109,-1001
447838000,37,146,-1057
448338000,-148,54,-1075
448838000,-197,-85,-999
449338000,93,-44,-997
449838000,83,15,-1016
450338000,1,78,-1044
450838000,23,138,-997
450975300,-13,152,-1065
451475300,-226,11,-1026
451975300,-33,-91,-1034
452475300,103,-33,-981
452975300,19,39,-1024
453475300,9,97,-1032
453975300,31,142,-1005
454475300,-33,121,-1077
454975300,-236,-33,-1022
455475300,7,-48,-1032
455975300,81,-31,-960
456475300,37,70,-1044
456975300,0,85,-1013
457475300,44,144,-1057
457975300,-105,99,-1054
458475300,-242,-60,-1015
459279800,70,-68,-997
459779800,126,-3,-1020
460279800,-35,70,-1018
460779800,13,111,-1013
461279800,25,163,-1067
