timestamp,x,y,z
300743100,66,52,-991
301243100,-9,83,-1052
301743100,-64,33,-1032
302243100,31,27,-999
302743100,17,81,-1034
303243100,-130,60,-1024
303743100,13,15,-1026
304243100,60,42,-1003
304743100,-23,74,-1063
305243100,-95,31,-1003
305743100,42,46,-1022
306243100,17,89,-1042
306743100,-115,1,-1013
307243100,46,35,-1009
307743100,42,44,-1026
308243100,-117,72,-1028
308694300,-33,21,-1036
309194300,60,35,-999
309694300,-27,89,-1063
310194300,-107,23,-1001
310694300,62,37,-1015
311194300,13,68,-1046
311694300,-93,27,-1036
312194300,-7,25,-1009
312694300,29,85,-1020
313194300,-66,58,-1057
313694300,-23,15,-1011
314194300,91,39,-1005
314694300,-9,68,-1042
315194300,-111,35,-1038
315694300,25,15,-1009
316194300,9,66,-1050
316672000,-85,62,-1026
317172000,7,0,-995
317672000,83,107,-1032
318172000,-89,35,-1016
318672000,-23,19,-1052
319172000,37,25,-989
319672000,-15,81,-1042
320172000,-101,46,-1036
320672000,37,23,-987
321172000,76,78,-1059
321672000,-136,46,-999
322172000,-5,19,-1034
322672000,25,46,-1011
323172000,-56,74,-1071
323672000,-66,11,-1007
324172000,80,54,-1011
324597600,15,85,-1040
325097600,-124,31,-1026
325597600,33,9,-1030
326097600,13,62,-1009
326597600,-74,56,-1061
327097600,-50,9,-979
327597600,95,68,-1046
328097600,-42,58,-1024
328597600,-62,27,-1034
329097600,40,46,-993
329597600,-3,64,-1038
330097600,-95,52,-1048
330597600,17,-13,-999
331097600,66,78,-1028
331597600,-58,52,-1038
332097600,-48,33,-1007
332514500,50,54,-1042
333014500,-37,42,-1026
333514500,-87,35,-1046
334014500,50,19,-985
334514500,25,83,-1042
335014500,-103,39,-1044
335514500,5,13,-993
336014500,60,66,-1040
336514500,-80,81,-1020
337014500,-50,15,-1032
337514500,74,44,-1016
338014500,-5,64,-1034
338514500,-103,21,-1018
339014500,23,46,-1011
339514500,27,85,-1046
340014500,-97,50,-1050
340471000,5,23,-999
340971000,70,39,-1007
341471000,-40,83,-1059
341971000,-111,7,-1001
342471000,64,29,-1040
342971000,-23,72,-1030
343471000,-93,46,-1018
343971000,64,44,-1024
344471000,15,62,-1007
344971000,-42,60,-1073
345471000,-66,-3,-976
345971000,50,52,-1042
346471000,-66,83,-1034
346971000,-76,31,-1048
347471000,87,37,-1001
347971000,7,76,-1018
348323700,-87,40,-1038
348823700,-23,19,-995
349323700,39,56,-1063
349823700,-103,40,-1016
350323700,-19,21,-1030
350823700,66,60,-999
351323700,-5,101,-1065
351823700,-107,1,-1020
352323700,33,25,-1007
352823700,21,72,-1032
353323700,-132,39,-1034
353823700,21,37,-1026
354323700,62,58,-1022
354823700,-40,72,-1038
355323700,-64,7,-1003
355823700,60,48,-1022
356356200,-42,85,-1052
356856200,-101,9,-1026
357356200,42,29,-1005
357856200,39,60,-1020
358356200,-74,68,-1032
358856200,-27,31,-1024
359356200,40,39,-1007
359856200,-46,60,-1059
360356200,-87,23,-987
360856200,74,35,-1015
361356200,-5,72,-1048
361856200,-85,35,-1038
362356200,17,17,-977
362856200,33,91,-1040
363356200,-105,64,-1030
363856200,-21,3,-1030
364340900,70,66,-1013
364840900,-48,39,-1024
365340900,-48,48,-1040
365840900,23,50,-1003
366340900,5,83,-1061
366840900,-113,42,-1026
367340900,17,9,-979
367840900,99,81,-1044
368340900,-122,42,-1022
368840900,-19,21,-1054
369340900,35,35,-989
369840900,-25,89,-1056
370340900,-87,40,-1016
370840900,64,31,-1018
371340900,23,76,-1034
371840900,-109,37,-1015
372255600,17,19,-1020
372755600,40,72,-1022
373255600,-60,66,-1085
373755600,-76,23,-989
374255600,97,44,-1026
374755600,-13,64,-995
375255600,-91,52,-1048
375755600,25,-5,-1013
376255600,-3,60,-1038
376755600,-83,54,-1052
377255600,0,13,-991
377755600,91,89,-1048
378255600,-62,50,-1028
378755600,-54,17,-1024
379255600,37,35,-993
379755600,-5,54,-1030
380276100,-107,50,-1059
380776100,29,5,-997
381276100,62,76,-1044
381776100,-97,54,-1016
382276100,-5,17,-1013
382776100,40,60,-1036
383276100,-76,58,-1040
383776100,-62,11,-1028
384276100,60,40,-999
384776100,27,91,-1042
385276100,-103,40,-1040
385776100,13,23,-1011
386276100,39,50,-1003
386776100,-80,62,-1050
387276100,-44,17,-1011
387776100,72,33,-1032
388172100,-15,80,-1048
388672100,-107,13,-995
389172100,74,40,-1022
389672100,1,83,-1034
390172100,-115,44,-1048
390672100,15,7,-1001
391172100,50,52,-1001
391672100,-29,78,-1059
392172100,-78,9,-1005
392672100,68,60,-1046
393172100,-40,50,-1018
393672100,-93,44,-1026
394172100,54,29,-995
394672100,29,72,-1038
395172100,-97,52,-1063
395672100,-29,3,-966
395811300,76,64,-1052
396311300,-81,81,-1011
396811300,-35,9,-1067
397311300,46,40,-977
397811300,1,78,-1048
398311300,-91,3,-1005
398811300,23,42,-1016
399311300,40,68,-1056
399811300,-146,50,-1020
400311300,7,35,-1020
400811300,76,33,-993
401311300,-27,99,-1059
401811300,-99,7,-1028
402311300,42,17,-1013
402811300,-7,70,-1032
403311300,-105,33,-1013
403952500,62,48,-1024
404452500,31,62,-1018
404952500,-70,62,-1052
405452500,-66,9,-977
405952500,68,44,-1026
406452500,-19,64,-1067
406952500,-128,33,-1024
407452500,74,39,-1009
407952500,19,72,-1018
408452500,-56,58,-1036
408952500,-7,9,-1003
409452500,31,46,-1042
409952500,-99,48,-1024
410452500,-42,13,-1013
410952500,103,66,-1013
411452500,-17,66,-1036
412030400,-72,56,-1059
412530400,7,11,-966
413030400,27,64,-1054
413530400,-105,56,-1042
414030400,-13,3,-1020
414530400,83,70,-1028
415030400,-80,46,-1018
415530400,-7,54,-1032
416030400,40,19,-989
416530400,19,89,-1071
417030400,-165,13,-1016
417530400,33,5,-1001
418030400,58,72,-1018
418530400,-105,48,-1030
419030400,-3,39,-1046
419530400,27,44,-991
419722400,-31,64,-1061
420222400,-107,39,-985
420722400,95,19,-1044
421222400,-5,66,-1026
421722400,-103,39,-1042
422222400,23,17,-989
422722400,39,89,-1020
423222400,-60,66,-1077
423722400,-89,-1,-979
424222400,80,68,-1036
424722400,-37,48,-1005
425222400,-56,40,-1038
425722400,23,35,-1001
426222400,3,70,-1050
426722400,-107,64,-1032
427222400,3,9,-974
427947500,107,89,-1052
428447500,-105,42,-1024
428947500,-48,17,-1038
429447500,39,40,-995
429947500,-29,78,-1032
430447500,-68,44,-1052
430947500,42,25,-995
431447500,39,81,-1056
431947500,-117,29,-1013
432447500,9,21,-1013
432947500,48,48,-1026
433447500,-78,62,-1069
433947500,-91,37,-1011
434447500,81,37,-999
434947500,15,89,-1040
435447500,-109,39,-1020
435960700,35,13,-1034
436460700,0,62,-1011
436960700,-95,52,-1042
437460700,-5,23,-1015
437960700,72,62,-1026
438460700,-17,83,-1061
438960700,-119,9,-985
439460700,72,46,-1020
439960700,-13,48,-1016
440460700,-99,44,-1073
440960700,9,23,-993
441460700,37,58,-1026
441960700,-44,68,-1048
442460700,-50,23,-995
442960700,74,60,-1057
443460700,-72,64,-1018
443762500,-81,17,-1042
444262500,50,27,-968
444762500,44,80,-1056
445262500,-107,35,-1042
445762500,-3,39,-1001
446262500,62,50,-1024
446762500,-109,78,-1022
447262500,-23,17,-1059
447762500,58,19,-995
448262500,-23,78,-1065
448762500,-103,13,-1001
449262500,52,60,-1018
449762500,17,70,-1030
450262500,-136,56,-1036
450762500,1,21,-1009
451262500,44,37,-995
451663900,-15,64,-1063
452163900,-99,19,-1013
452663900,66,54,-1032
453163900,-25,60,-1034
453663900,-122,56,-1009
454163900,56,27,-1013
454663900,39,56,-1036
455163900,-93,60,-1046
455663900,-29,-7,-997
456163900,60,68,-1030
456663900,-40,78,-1042
457163900,-80,33,-1040
457663900,60,42,-999
458163900,-7,58,-1030
458663900,-56,40,-1042
459163900,5,19,-979
459683700,48,52,-1079
460183700,-122,58,-1024
460683700,-27,27,-1009
461183700,111,62,-1007
461683700,-40,68,-1030
462183700,-70,42,-1050
462683700,7,-7,-981
463183700,17,74,-1052
463683700,-117,39,-1013
464183700,42,33,-1046
464683700,68,76,-1015
465183700,-83,60,-1034
465683700,-17,25,-1013
466183700,40,35,-997
466683700,-13,72,-1085
467183700,-148,13,-1011
467635000,46,33,-1028
468135000,37,74,-1003
468635000,-70,66,-1050
469135000,5,9,-1011
469635000,25,50,-1034
470135000,-66,62,-1056
470635000,-95,19,-981
471135000,105,48,-1042
471635000,3,62,-1032
472135000,-105,48,-1042
472635000,9,13,-979
473135000,50,89,-1044
473635000,-99,50,-1044
474135000,-35,5,-1020
474635000,80,72,-1032
475135000,-89,42,-1001
475569000,-11,54,-1052
476069000,40,39,-987
476569000,7,83,-1063
477069000,-122,29,-1028
477569000,5,19,-979
478069000,91,70,-1036
478569000,-78,40,-1042
479069000,-29,39,-1030
479569000,40,54,-1009
480069000,-46,78,-1040
480569000,-76,39,-1016
481069000,80,29,-1028
481569000,9,72,-1040
482069000,-128,33,-1024
482569000,29,21,-1015
483069000,33,66,-1005
483501700,-56,68,-1077
484001700,-83,21,-1001
484501700,56,44,-1013
485001700,-3,78,-1036
485501700,-113,21,-1018
486001700,68,46,-1036
486501700,-9,40,-1020
487001700,-93,78,-1054
487501700,-13,23,-976
488001700,91,66,-1042
488501700,-42,78,-1040
489001700,-113,0,-1009
489501700,66,44,-1020
490001700,-37,62,-1018
490501700,-87,46,-1061
491001700,29,35,-991
491454800,50,80,-1042
491954800,-111,40,-1032
492454800,-19,23,-1013
492954800,60,48,-1038
493454800,-93,54,-1026
493954800,-46,23,-1040
494454800,50,39,-962
494954800,46,97,-1071
495454800,-107,39,-1018
495954800,29,29,-1032
496454800,13,44,-1005
496954800,-121,48,-1042
497454800,-21,23,-1030
497954800,70,35,-1003
498454800,0,95,-1059
498954800,-121,1,-987
499537400,80,62,-1018
500037400,7,52,-1032
500537400,-130,46,-1042
501037400,15,9,-1016
501537400,50,48,-1015
502037400,-54,80,-1038
502537400,-42,3,-1013
503037400,72,68,-1024
503537400,-48,54,-1032
504037400,-117,42,-1044
504537400,40,25,-985
505037400,50,64,-1056
505537400,-93,56,-1042
506037400,-33,9,-987
506537400,78,74,-1050
507037400,-87,62,-1026
507400400,-54,21,-1046
507900400,74,46,-1007
508400400,-39,52,-1026
508900400,-60,40,-1032
509400400,17,13,-983
509900400,56,99,-1065
510400400,-162,23,-1030
510900400,-9,46,-1036
511400400,58,46,-985
511900400,-39,62,-1056
512400400,-52,29,-1036
512900400,37,23,-995
513400400,5,76,-1056
513900400,-142,40,-1003
514400400,62,31,-1020
514900400,56,56,-1024
515368200,-93,56,-1056
515868200,-42,-1,-1003
516368200,56,56,-1011
516868200,-11,66,-1052
517368200,-144,21,-1009
517868200,95,54,-1030
518368200,-1,66,-1005
518868200,-70,60,-1048
519368200,9,-7,-985
519868200,52,68,-1052
520368200,-107,42,-1042
520868200,-66,19,-1011
521368200,115,78,-1034
521868200,-27,48,-1020
522368200,-56,66,-1059
522868200,-15,3,-968
523248200,13,78,-1052
523748200,-107,21,-1040
524248200,0,35,-1005
524748200,80,72,-1032
525248200,-72,48,-1034
525748200,-33,56,-1022
526248200,50,25,-1009
526748200,-9,78,-1059
527248200,-128,15,-1024
527748200,40,23,-1018
528248200,37,80,-1018
528748200,-74,50,-1040
529248200,9,33,-1028
529748200,37,42,-1003
530248200,-52,68,-1057
530748200,-121,27,-1005
531197200,93,27,-1022
531697200,15,68,-1040
532197200,-121,33,-1024
532697200,39,48,-1009
533197200,17,54,-1018
533697200,-74,68,-1067
534197200,-70,-3,-979
534697200,78,44,-1044
535197200,-39,64,-1022
535697200,-80,21,-1015
536197200,83,58,-1036
536697200,-11,66,-1013
537197200,-111,54,-1067
537697200,-3,31,-976
538197200,80,52,-1034
538697200,-58,44,-1050
539053400,-50,21,-1009
539553400,66,39,-1011
540053400,-44,89,-1034
540553400,-66,35,-1046
541053400,37,23,-987
541553400,33,78,-1052
542053400,-119,29,-1009
542553400,9,27,-1018
543053400,62,44,-1016
543553400,-64,68,-1054
544053400,-54,25,-1036
544553400,46,35,-985
545053400,25,93,-1065
545553400,-140,-1,-1001
546053400,74,37,-1042
546553400,0,46,-1018
546840900,-113,60,-1046
547340900,-5,23,-1003
547840900,66,66,-1013
548340900,-7,80,-1056
548840900,-121,-7,-1007
549340900,58,74,-1016
549840900,-21,46,-1038
550340900,-113,39,-1050
550840900,7,27,-991
551340900,70,80,-1040
551840900,-87,68,-1024
552340900,-21,19,-1011
552840900,74,58,-1028
553340900,-74,44,-1026
553840900,-74,31,-1036
554340900,44,40,-987
555018200,31,68,-1050
555518200,-64,62,-1040
556018200,-17,0,-995
556518200,64,76,-1038
557018200,-130,31,-1028
557518200,-33,25,-1034
558018200,70,42,-995
558518200,-11,60,-1052
559018200,-72,50,-1024
559518200,29,33,-985
560018200,35,80,-1067
560518200,-150,27,-1005
561018200,0,25,-1022
561518200,60,54,-1015
562018200,-60,68,-1036
562518200,-35,21,-1022
562720800,64,68,-1013
563220800,-5,66,-1046
563720800,-136,39,-1020
564220800,42,29,-1022
564720800,33,48,-1013
565220800,-76,54,-1063
565720800,-23,11,-985
566220800,58,78,-1032
566720800,-50,74,-1048
567220800,-91,3,-1007
567720800,74,50,-1026
568220800,-21,48,-1016
568720800,-76,50,-1056
569220800,3,5,-983
569720800,74,81,-1050
570220800,-113,44,-1032
570890200,-54,40,-1015
571390200,91,64,-1024
571890200,-52,48,-1026
572390200,-44,40,-1036
572890200,35,0,-987
